Case Number,Account Name,Person Type,message,Score,Review,Correct/Incorrect
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Updated PN Metrics to date
",0.6692075458401573,,
TS001877762,Pitney Bowes Inc,Customer,"PID: 37015413 - 03/22/2019 11:53:05 - TP CONFIG ERROR
Tushar - this was generated after attempting to restart from within CTE
",-0.8133276444373454,,
TS001922438,Lindt & Sprüngli,Customer,"Good afternoon Narendra,
I just processed a test file. I can see 2 entries in CTE. One failed (PID 33779135) and the other one is successful (PID 33779136).
Was the one that failed related to the report that is getting sent by email?
Thanks
Wassim
",0.5691172884013155,,
TS001734461,"Car Toys, Inc.",Customer,"Thank you, looks good from my end - resuming testing with Apple.
",0.7734608551819142,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"PN Metrics to date
",0.6692075458401573,,
TS001077718,RS Components UK,Customer,"Hi Sujith,

They are still looking at the commercial side of this.  I will update when I have more news.

Regards

Tracy?
",-0.6323757337752081,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hi Greg,

Is it possible to send the carbon copy message before map validation?  Port of Tacoma requires the N718 element be populated in the output, but the majority of our TPs choose to strip this element from their output.  ?

Thank you,

Falan Martinez
",0.7319901329913467,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"PN Metrics to date
",0.6692075458401573,,
TS001877762,Pitney Bowes Inc,Customer,"- PO Successfully processed/picked up by SAP - 03/07/2019 13:44:06; Reference PO0000509; Source Msg ID:fb7d01c4-4108-11e9-bbd7-0a2320210000.  Need Extrainfo1 field set to = FIRST AMERICAN;

",-0.6667534865114195,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"PN Metrics to date
",0.6692075458401573,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hi Greg,

Here is a list of the TP's that we would like to send a 404CC to Port of Tacoma:

PCKA - XPO/Pacer
MIL001 - Matson
UP - UP Rail
NWCV - Northwest Container
EXPSYS - ESI
NS - NS Rail
CN - CN Rail
CPRS - CP Rail 

Currently, Port of Tacoma is building profiles for each TP.  Once their setup is complete, then we will be ready to move to Production.?

Thank you,

Falan Martinez
",-0.6493234872338014,,
TS001877762,Pitney Bowes Inc,Customer,"- Customer is looking for Remit To: PITTSBURGH-PA on all invoices. 
- Please see attached First_American_Coupa_credentials.xlsx for additional information

",-0.5116926737594343,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Udpated PN Metrics to date
",0.6692075458401573,,
TS001877762,Pitney Bowes Inc,Customer,"Tushar, customer is also looking for the below values for the cXML PO:
- Buyer (First American) Domain
- Buyer (First American) Identity
- Supplier Domain
- Supplier Identity
- Shared Secret (if used)
- SSL Version
",-0.7577181893124193,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Updated PN Metrics to date
",0.6692075458401573,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hi Greg,

I seen that the update to the map was completed and loaded to CTE.  Changes have been validated.  I'm just waiting for Craig at Port of Tacoma to confirm receipt of the test files.

Thanks,

Falan?
",-0.6948320710181773,,
TS001922438,Lindt & Sprüngli,Customer,"PER is approved.
",-0.6789604909172763,,
TS001734461,"Car Toys, Inc.",Customer,"Thank you. Apple has requested that we eliminate all qualifiers where quantity = 0. Can you please take care of this?
",-0.7303907245780541,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Updated PN Metrics to date
",0.6692075458401573,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Updated PN Metrics to date
",0.6692075458401573,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hi Greg,

On Friday (2/15) I sent a 404 to CTE for each of the TPs.   The setup for PCKA, NWCV, and UP looks to be correct and I  received a 404cc for the corresponding 404 messages.?  The EXPSYS 404/404cc failed during the 'Post-processed' event, and I did not see a CC for CN, CPRS, or NS.  Can you please take a look?

404 PIDS by TP:
EXPSYS - ffedf733-dc3c-47f6-a69c-b09eb5b702ae
CN - cb41fb26-c9a7-4510-9dae-748cae4e0985
CPRS - 5a927097-feff-481e-97bd-79f8f3e6889a
NS - 4ac04155-ba85-41e2-826d-e6fd2e085c99

Thank you,

Falan Martinez
",-0.9030060592086638,,
TS001922438,Lindt & Sprüngli,Customer,"Hi Lori,
I attached the PER as requested.
Please note that HBC doesn't have test IDs.
Please let me know what's the estimate time for this change to be ready for testing.
Thanks
Wassim
",-0.933781596310417,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Updated PN Metrics to date
",0.6692075458401573,,
TS001877762,Pitney Bowes Inc,Customer,"The PER is approved- thanks
",-0.7316573947733108,,
TS000187592,"Sterling Commerce, Inc. - Single Sign On",Customer,"Updated PN Metrics to date
",0.6692075458401573,,
TS001734461,"Car Toys, Inc.",Customer,"Shane, which layout are you referring to? I checked both the CSV format and the EDI format, this field is 23 (in CSV) or 80-characters (in EDI). Can you please verify and expand as appropriate?

Thx,
Saravanan
",-0.7468909986237653,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hi Greg,

I received the following from Craig via encrypted e-mail.

RE: [PARENT]PER: 404 - Port of Tacoma Carbon Copy [ ref:_00D50c9MW._5000z1H7jYO:ref ] encrypt
GC
Guymon, Craig <cguymon@portoftacoma.com>
Reply all|
Today, 10:01 AM
WCE: SCBN Premium <managedsaas_support@us.ibm.com>;wsl_it_staff@wsl.com

Encrypt: This message is encrypted. Recipients can't remove encryption.

Gregg,
 
We do not have a PGP key, we are using SFTP protocol. All you should need is the username and password.
 
Host - webftp.tac.port
Username - edi-westwood
Password - WestwoodFTP@ei!
 
Once connected you should see a 404 folder. Can you place the 404 messages inside the 404 folder?
 
Thanks,
Craig Guymon
?
",-0.7325760146664326,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hi Greg,

Can you hard code all TP's to have a Receiver ID = PORTOFTACOMA, Sender ID = TP, and DocType = 404cc.  For the reference number can you please use the N902 from the N9*PO segment.

Thank you,

Falan
",-0.7790382303906067,,
TS001922493,Kerry Inc.,Customer,"Looks perfect, thank you!?
",0.8249246025146111,,
TS001734461,"Car Toys, Inc.",Customer,"Hi, we are sending test files on a daily basis automatically around 9:45AM. Apple asked us to change the AppleID from 999871 to 1010121. This is in the N104 segment. As soon as we made this change, both SLS and INV documents failed. This seems to have worked in 867t. Can you please look into this asap?
",-0.7340333624760322,,
TS001922493,Kerry Inc.,Customer,"DTM*073 needs to be mapped to DTM*002 this is still not occurring. ?

PID 7e3f8d4d-c33e-4c15-89a7-4728878185d3
",-0.7942697236668258,,
TS001078450,Micron Technology Inc,Customer,"Hi Sunil,

As discussed, please validate the mapping with WPG 3A4C mapping (Refer Process ID in prod: 16d7d283-b4bf-4cb4-a438-be05ac3ad37c for the map). Also, for Acer 3A4C Reference No mapping is missing. Reference No should be mapped from PO Number i.e. E2EDK02/BELNR (001 QUALF).

Thanks,
Natasha 
",-0.8539545700399773,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hello,

I've attached the Approved PER form.

Thank you,

Falan Martinez?
",0.7078446012003963,,
TS001817676,Kerry Inc.,Customer,"PID: 5207d570-9a83-4f19-9392-9513416fb8cf

The last character of the W1906 is being cutoff ('8')

Input Value: 
W19*05*25*KG**VN*20037138~
Output Value:
<MATNR>000000000002003713</MATNR>
",-0.7285070766428291,,
TS001878293,"Promocion y Control, S.A. de C.V.",Customer,"<p>Hi,</p><p>Continuing with this topic.</p><p>You say that you actually have an If Then statement on the field (#&zwnj;0066 N103):</p><p>&nbsp;If #&zwnj;0066 = ""1"" then&nbsp;&nbsp;</p><p>&nbsp;begin&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_PARVW = ""WE"";&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_PARTN = #&zwnj;0067;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_KWERK = #&zwnj;0067;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_ORT01 = #&zwnj;0019;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_COUNC = #&zwnj;0156;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_PSTLZ = #&zwnj;0116;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VAR_N1_LAND1 = #&zwnj;0026;&nbsp;&nbsp;</p><p></p><p>Could be possible that you add to this same statement the condition to consider the value ""92""?... I mean, like this:</p><p> If #&zwnj;0066 = ""1""<b> or ""92""</b>  then&nbsp;....</p><p>I think that with this simple change both values will be included duirng the translation procees and the result will be without errors.</p><p>Could you try?</p><p>Thanks!</p><p></p>",0.6244384002655564,,
TS001922493,Kerry Inc.,Customer,"It appears the mapping ?request on 2/26 on the DTM segment is still not working. 

PID 88934f5d-b5bb-4d21-924c-3ab291a084e9 is an example from today. We are getting no dates. Please note that the customer sometimes sends in a 118 qualifier and those dates are mapping correctly. 

Please action ASAP. Testing deadline is approaching for this customer. 
",-0.9306592701578398,,
TS001734461,"Car Toys, Inc.",Customer,"Per the discussion we had, following changes need to be made:
- ISA02 ? EDI has 11 spaces. Max specified as 10.
- ISA13 ? EDI has 000000021, CSV file had 10064160
- GS06 ? EDI has 21, CSV file has 10064160
- ST02 ? EDI has 0021, CSV file has 10064160
- N102 ? EDI has ?Wir? instead of ?WirelessAdvocates?, value being truncated. Max is 60.
- N104 ? EDI has ?999? instead of ?999871?. Value being truncated. Max is 80.

",-0.7806881685818894,,
TS001078450,Micron Technology Inc,Customer,"Hi Thanuj,

In the CTE Process ID: fa069b6e-e314-48ee-87bf-9268aeb2a835, the input IDOC has 4 E2EDP01 segments (line segments) hence there should be only 4 ProductLineItem. 
But in the XML there are 8 ProductLineItem and every 2nd, 4th, 6th and 8th ProductLineItem is empty. These need to be removed. Seems to be looping issue. 
Please correct the mapping.

Thanks,
Natasha
",-0.527604392665087,,
TS001878293,"Promocion y Control, S.A. de C.V.",Customer,"Hi,
Now the 830 setup is failing... See PID 1644761690 from Production.
Help me, seriouslly... we have more than a 2 months working in this new setup.
Thanks!
",-0.5089298273639697,,
TS001078450,Micron Technology Inc,Customer,"Hi Team,

I have processed the order Response (3A4C) but it is not sent to Acer. Instead it is converted into .IDC file. Why this is happening repeatedly. 3A4C was done earlier. Why the setup is changing ?
Process ID in CTE: c274260a-1fac-47bf-9527-6e3efe4d3a2b

Thanks,
Natasha
",-0.6548175172110834,,
TS001817676,Kerry Inc.,Customer,"Can you update the map to pad material number with leading zeros? Updated spec attached.

E1MBXYI MATNR Pad with leading zeros (18 digits) Definition: SAP Product Code
",0.7190102587540936,,
TS001878293,"Promocion y Control, S.A. de C.V.",Customer,"Hi,
the setup is not working in production. See PID 1646532502.
Please we need to have this old issue solved today... We have several shipments to do this afternoon.

Thanks!
",-0.6536899058194049,,
TS001079794,Tesla Motors,Customer,"Hi Sumanth,

We are not getting any response from TP on this EDI setup. Will check with the team and let you know on steps further.

Regards,
Arjun
",-0.8518944311906624,,
TS001878293,"Promocion y Control, S.A. de C.V.",Customer,"Hi,
Let's do this. Let's change of mapping, I mean, please use this map for 856 setup:  DESC_TREMEC_JOHNDEERE_O_856_004010... instead of  DESC_TSP_JohnDeere_O_856_004010.
Let me know when it's ready.
Thanks.

",-0.9517718185558377,,
TS001922493,Kerry Inc.,Customer,"I am still not seeing dates in some of the orders. See PID 8a30e11f-c32a-4f86-8a46-b27b615121cd?
",-0.768464390838961,,
TS001817676,Kerry Inc.,Customer,"Consultants noted 4 defects on this map. See attached.
PID:61c1753b -8993-49a4-aa39-a57951b3d354



Defect ID Summary
44481 I-09 Incorrect MESTYP value in EDI_DC40 segment
44482 I-09 ERFME (UoM) field is missing
44479 I-09 EDI_DC40 segment missing ""SEGMENT=""1"""" attribute
44480 I-09 DOCNUM field in EDI_DC40 should not populate in IDOC
",-0.6861803650191365,,
TS001734461,"Car Toys, Inc.",Customer,"Blake, I have confirmation from Apple that they are able to successfully process the EDI files for 867s and 867t (with header manually removed). We need to implement all 3 into production. Can you please resolve issues with 846 and update the map to handle header for 867t by tomorrow morning please?
",-0.5777515365919341,,
TS000187706,Micron Technology Inc,Customer,"Hi Team,

Kindly do the below map changes.

If E2EDP01008-->ACTION (location 70 in IDOC) =900 and E2EDP01008-->ABGRU (location 276 in IDOC)=07 then LIN02 should be 3

If E2EDP01008-->ACTION (location 70 in IDOC) =900 and E2EDP01008-->ABGRU (location 276 in IDOC)=07 then QTY01 should be 185

Let me know if you have any queries.

Regards,
Snehal
",-0.9339906531820257,,
TS001878293,"Promocion y Control, S.A. de C.V.",Customer,"Hi,
N103 is a constant in the map. If you check the MRS you will see that this segment is a constant = 1, so the map should put it by it own.
",0.6656711068313124,,
TS001734461,"Car Toys, Inc.",Customer,"I submitted a test file. After nearly 2 hours of processing, it failed. Can you please check?
",-0.8072036280793953,,
TS001625462,"Westwood Shipping Lines, Inc.",Customer,"Hello,

I spoke with them today and they are still unsure of the enveloping.  Until I receive this information I do not want to submit the PER form.  

Thank you,

Falan Martinez?
",-0.6655082501201636,,
